,0,1,2,3,4,5,6,7,8,9
0,0.025009309872984886,0.025005480274558067,0.7749483585357666,0.02500256523489952,0.025003930553793907,0.025006074458360672,0.025004081428050995,0.025004852563142776,0.025011375546455383,0.025003960356116295
1,,0.9809103012084961,,,,,,,,
2,0.04672456532716751,0.10749935358762741,,0.40605252981185913,,,0.0257074274122715,0.33298030495643616,,0.07096481323242188
3,,,0.07590934634208679,,,,0.8973224759101868,,,
4,,,,,,,,0.9548516273498535,,
5,,0.0776839405298233,0.658806562423706,,,,,0.2452281266450882,,
6,,,0.6964603662490845,,,,,,0.2946774959564209,
7,,,0.9523375034332275,,,,,,,
8,0.010704899206757545,0.01070457324385643,0.9036683440208435,0.01070230733603239,0.010701567865908146,0.010705350898206234,0.010702832601964474,0.010704652406275272,0.010702827014029026,0.010702669620513916
9,,,0.24925051629543304,,,0.703620970249176,,,,
10,0.03333863615989685,0.03334008902311325,0.03333835303783417,0.03333565592765808,0.0333370603621006,0.03333696350455284,0.699939489364624,0.033340729773044586,0.03334719315171242,0.03334588184952736
11,,0.3584691882133484,0.5859009623527527,,,,,,,
12,,0.9520354270935059,,,,,,,,
13,,0.1548178642988205,,,,0.8152900338172913,,,,
14,,0.16874383389949799,,,,,0.8162511587142944,,,
15,0.016506988555192947,0.10650469362735748,0.6901465058326721,,,,,,0.17911085486412048,
16,0.18518954515457153,,,,,,,0.46745869517326355,0.301422655582428,
17,,0.3976738154888153,0.2372869849205017,,,0.02807442843914032,0.19218379259109497,,0.044798966497182846,0.09675104171037674
18,,,0.1789752095937729,,,,,,0.13516943156719208,0.6682184338569641
19,0.050000376999378204,0.05000046268105507,0.05000034719705582,0.050000764429569244,0.050000324845314026,0.5499953627586365,0.0500003881752491,0.05000045895576477,0.05000036209821701,0.05000116676092148
20,0.26298946142196655,0.7028516530990601,,,,,,,,
21,,,0.3961830735206604,,,,,,,0.5534385442733765
22,0.07569025456905365,0.5861741900444031,,,,,,,,0.3090275228023529
23,,,0.8324659466743469,,,,,0.149107426404953,,
24,,0.11040470004081726,0.20162446796894073,,,0.6688337922096252,,,,
25,,,,0.16140267252922058,,,,,0.7885664701461792,
26,,,,,,,,0.8243387341499329,,0.1129341572523117
27,,0.2133474200963974,,0.044691190123558044,,,0.7158712148666382,,,
28,,,,,,,,0.9545402526855469,,
29,,,,,,0.392487496137619,,,,0.5347594022750854
30,,,,,,,0.789848268032074,,0.17666476964950562,
31,,,0.9756729006767273,,,,,,,
32,,0.6883646845817566,0.27312806248664856,,,,,,,
33,,0.3068564534187317,0.22959209978580475,,,,,,0.4209359288215637,
34,,0.44955113530158997,,,,,,,0.5293575525283813,
35,0.01111533585935831,0.01111812423914671,0.011116565205156803,0.011114390566945076,0.01111427042633295,0.01111641712486744,0.011114619672298431,0.8999557495117188,0.011119424365460873,0.011115126311779022
36,,0.2605224549770355,,0.7237036228179932,,,,,,
37,,0.3350711762905121,0.6484529376029968,,0.011498854495584965,,,,,
38,,0.8712450265884399,,,,,0.09288247674703598,,,
39,,,,,,,,,0.30411890149116516,0.6383345127105713
40,0.012512575834989548,0.012509183958172798,0.012507322244346142,0.01250769104808569,0.012505408376455307,0.012505779974162579,0.012505849823355675,0.8874316811561584,0.012507526203989983,0.012506975792348385
41,,,0.2420959770679474,,,0.6864343285560608,,,0.055844470858573914,
42,,0.7700361609458923,,,,,,,0.2171885371208191,
43,,,0.7106221318244934,,,,,0.22266986966133118,,
44,,,,,,,,,0.9629747271537781,
45,0.012544234283268452,0.012544131837785244,0.01254513580352068,0.012544107623398304,0.012544548138976097,0.012544116005301476,0.012544119730591774,0.012545060366392136,0.012548732571303844,0.8870958089828491
46,,,0.9835484623908997,,,,,,,
47,,0.9531483054161072,,,,,,,,
48,,,0.5031793117523193,,,,,0.4497295916080475,,
49,,,0.4434867203235626,,,,0.2857150733470917,0.2357061803340912,,
50,,,0.6359556913375854,0.04529096186161041,,0.28953689336776733,,,,
51,0.016674548387527466,0.01667417399585247,0.2422453910112381,0.016671698540449142,0.23775777220726013,0.01667441613972187,0.016674727201461792,0.016673879697918892,0.016678040847182274,0.4032753109931946
52,,,0.9755164980888367,,,,,,,
53,,,0.3163105845451355,,,,,,0.6752073168754578,
54,,,0.27404627203941345,,,,,,0.7088109850883484,
55,,,,,0.04782151058316231,0.9136627912521362,,,,
56,0.8868696093559265,0.012570612132549286,0.012571778148412704,0.012569642625749111,0.012568015605211258,0.012568737380206585,0.012569715268909931,0.01256986241787672,0.012572100386023521,0.012569887563586235
57,,0.3431326150894165,0.40603992342948914,,,,,,0.22843997180461884,
58,0.010003919713199139,0.010004689916968346,0.9097607731819153,0.010003496892750263,0.010003229603171349,0.01000336091965437,0.010003329254686832,0.010004296898841858,0.01020895317196846,0.010003909468650818
59,,0.33082666993141174,0.09948528558015823,0.5531014204025269,,,,,,
60,0.026797914877533913,,0.5696305632591248,,,0.20094114542007446,0.11531954258680344,0.07256221026182175,,
61,0.01022222638130188,0.010222557000815868,0.9080040454864502,0.010221038945019245,0.010221016593277454,0.010222064331173897,0.01022105012089014,0.010221455246210098,0.010222400538623333,0.010222157463431358
62,,,,,,0.4026612937450409,,,0.5611414313316345,
63,,0.46317052841186523,0.5047299861907959,,,,,,,
64,,0.7123753428459167,,,,,,,0.2646072208881378,
65,0.02001558057963848,0.8199020028114319,0.02001217193901539,0.020006101578474045,0.02001274563372135,0.02001148648560047,0.020013315603137016,0.020010443404316902,0.020006749778985977,0.020009402185678482
66,,0.6953545212745667,,0.05758938193321228,0.1403643637895584,,,,,0.09724444150924683
67,,0.5944372415542603,,,0.3689050078392029,,,,,
68,,,,,,,,,0.9349654316902161,
69,0.02500692941248417,0.02500958740711212,0.025006446987390518,0.025003761053085327,0.02500278875231743,0.02500772476196289,0.025011535733938217,0.025007423013448715,0.7749366164207458,0.025007177144289017
70,,,,,,,,,0.9745221138000488,
71,0.017865203320980072,0.8392057418823242,0.017864104360342026,0.01786418817937374,0.017864109948277473,0.017864052206277847,0.0178760327398777,0.01786414533853531,0.017868326976895332,0.0178640466183424
72,0.020005103200674057,0.020005526021122932,0.020008113235235214,0.02000461332499981,0.020004302263259888,0.020004240795969963,0.20772932469844818,0.020005982369184494,0.6322281956672668,0.020004572346806526
73,,0.24867147207260132,0.11027917265892029,0.020541062578558922,,0.03293294087052345,0.5295095443725586,0.051792412996292114,,
74,,,,,,,,0.9515207409858704,,
75,0.4121488630771637,,,,,,,,0.5512999296188354,
76,,,,,,,,0.7984117865562439,0.16340766847133636,
77,,,0.38491585850715637,,,,,0.5848047137260437,,
78,,0.5265876650810242,,,,,,,0.40671518445014954,
79,0.64223313331604,,0.09872642904520035,,,0.050743620842695236,,0.18994858860969543,,
80,,,0.9608153104782104,,,,,,,
81,,0.9638795852661133,,,,,,,,
82,,,0.965345561504364,,,,,,,
83,0.012506654486060143,0.012508437968790531,0.5401393175125122,0.22133800387382507,0.012504380196332932,0.0125057278200984,0.012506105937063694,0.012506592087447643,0.15097884833812714,0.012505901977419853
84,0.6026957631111145,,0.2572278380393982,,,,,,,0.10493139177560806
85,,0.6166942119598389,,,,,0.3469164967536926,,,
86,,,0.9733567833900452,,,,,,,
87,0.010113919153809547,0.0101142767816782,0.010115504264831543,0.010113716125488281,0.010113289579749107,0.01011449471116066,0.010115226730704308,0.9089705348014832,0.010115048848092556,0.010113921947777271
88,,0.9431008696556091,,,,,,,,
89,,,,,,,,,0.9538500308990479,
90,,,,,,,,0.7293646335601807,0.26215827465057373,
91,,,,0.6799547672271729,,,,0.26251673698425293,,
92,,,0.11365211755037308,0.023460140451788902,,,,,,0.848711371421814
93,,0.9721126556396484,,,,,,,,
94,,,,,,,0.5312718152999878,,0.4401243031024933,
95,0.02000880427658558,0.020009350031614304,0.020008768886327744,0.020006190985441208,0.020006204023957253,0.020010931417346,0.020009545609354973,0.819924533367157,0.020006952807307243,0.020008720457553864
96,0.31553900241851807,,0.639995276927948,,,,,,,
97,,,0.9489712715148926,,,,,,,
98,,0.09694666415452957,,,,,,,0.886215090751648,
99,,0.5878826975822449,,,,,,,0.24305002391338348,0.1340373456478119
100,,,,,,,,,,0.9799485802650452
101,0.011294247582554817,0.6139121651649475,0.011294090189039707,0.011292573995888233,0.011292588897049427,0.29573777318000793,0.011293178424239159,0.011293587274849415,0.011295752599835396,0.011294086463749409
102,0.02013370394706726,0.02013440616428852,0.020140809938311577,0.020133184269070625,0.020131556317210197,0.020131763070821762,0.8187902569770813,0.02013617381453514,0.02013547718524933,0.02013266086578369
103,,,,,,,,,0.9239535331726074,
104,,0.19297313690185547,0.0766298696398735,,,,0.21558329463005066,0.5045185089111328,,
105,0.025011703372001648,0.025013810023665428,0.02501707337796688,0.02500917576253414,0.025008821859955788,0.025015980005264282,0.025010891258716583,0.02501351200044155,0.7748860716819763,0.025012962520122528
106,,0.14098505675792694,0.2719430923461914,,,,,0.5701572299003601,,
107,,,0.960985541343689,,,,,,,
108,0.3973553776741028,,0.5454760193824768,,,,,,,
109,,,,,,,,0.9813541769981384,,
110,,0.18326246738433838,0.7497648596763611,,,0.01612570323050022,0.04344978556036949,,,
111,0.025020672008395195,0.025034857913851738,0.025025123730301857,0.02501937933266163,0.02502298168838024,0.7747679948806763,0.025019356980919838,0.025039587169885635,0.02502475120127201,0.025025274604558945
112,0.9086959362030029,0.01014394499361515,0.010145194828510284,0.010143378749489784,0.010143044404685497,0.010143861174583435,0.01014369074255228,0.010144292376935482,0.0101445522159338,0.010152115486562252
113,,,,,,,,0.9607555270195007,,
114,0.8288321495056152,0.10958625376224518,,,,,,,,
115,,,,,,,,,0.9249610304832458,
116,0.03608942776918411,0.6751945614814758,0.036091841757297516,0.03608975559473038,0.03609105199575424,0.0360892079770565,0.036087676882743835,0.03608962520956993,0.036088522523641586,0.03608833625912666
117,,,0.3762623369693756,,,,,,,0.557007372379303
118,,0.11827747523784637,,,,0.8369953632354736,,,,
119,,,,,,,,,,0.9181053042411804
120,0.014295137487351894,0.014295090921223164,0.014297335408627987,0.014293999411165714,0.014294635504484177,0.014305450953543186,0.014295860193669796,0.01430187001824379,0.014298748224973679,0.8713218569755554
121,,,0.6148098707199097,,,,,0.3685133755207062,,
122,,0.6426637768745422,0.31216898560523987,,,,,,,
123,,,0.9504520297050476,,,,,,,
124,,0.28641438484191895,0.6408042311668396,,,,,,,
125,,0.2123839110136032,0.6045385599136353,,,0.1769476681947708,,,,
126,0.012502836994826794,0.01250289473682642,0.012505389750003815,0.012502484023571014,0.01250183954834938,0.012502174824476242,0.1632678508758545,0.01250309869647026,0.7367090582847595,0.012502321973443031
127,,0.6871586441993713,,,,,,,0.30213865637779236,
128,,,0.9545100331306458,,,,,,,
129,,,0.848504364490509,,,,,,0.14740116894245148,
130,,0.7042486667633057,,,,,,0.2540036141872406,,
131,,,0.08162600547075272,,0.5350608825683594,,,,0.37674644589424133,
132,,,0.1787593513727188,,,0.2562706172466278,,,0.5423820614814758,
133,0.020001808181405067,0.02000272087752819,0.02000199444591999,0.020001191645860672,0.020000996068120003,0.819977879524231,0.020004497841000557,0.020002499222755432,0.020002534613013268,0.020003879442811012
134,,,,,,,0.8268307447433472,,,0.1310182809829712
135,,0.406218558549881,,,,,,0.5749942064285278,,
136,,0.7762507200241089,,,,,,,0.18834950029850006,
137,,0.19375009834766388,,,0.4416012167930603,,,0.3389727473258972,,
138,0.18099169433116913,,0.7837421298027039,,,,,,,
139,0.014291608706116676,0.014290290884673595,0.5409096479415894,0.014288456179201603,0.014288092963397503,0.3447732627391815,0.0142884012311697,0.01429180521517992,0.014289570972323418,0.014288876205682755
140,,,,,,,,,0.9825811982154846,
141,,0.42813217639923096,,,,,0.5048291087150574,,,
142,,,,,,,,,,0.9778016805648804
143,0.23127001523971558,,0.4268333315849304,,,,,,0.308077335357666,
144,,0.27802804112434387,0.5931015610694885,,0.07884553074836731,,,,,
145,,0.9688337445259094,,,,,,,,
146,,0.9168618321418762,,,,,,,,
147,,,0.28053614497184753,,,,0.02173454500734806,0.685318112373352,,
148,,0.10913483053445816,0.24379496276378632,,,,,,0.64192795753479,
149,0.15138356387615204,0.04468023404479027,0.322490394115448,,,,,0.14149057865142822,,0.3331465423107147
150,,,,,,,,,0.9702800512313843,
151,0.6752384901046753,0.01261807233095169,0.01261631678789854,0.2238103598356247,0.012624860741198063,0.012617177329957485,0.012623853050172329,0.012617100030183792,0.012616973370313644,0.012616811320185661
152,,,,,,,,,0.9393458962440491,
153,,,0.9547280073165894,,,,,,,
154,,0.2700517773628235,,,,,0.6720547080039978,,,
155,0.012505740858614445,0.012505965307354927,0.012511118315160275,0.01250565517693758,0.012510125525295734,0.012506215833127499,0.887423574924469,0.012509560212492943,0.012514553032815456,0.012507505714893341
156,,,,0.7909365296363831,,,,,0.18386675417423248,
157,,,,,,0.9399405121803284,,,,
158,,0.48402735590934753,0.12277926504611969,,,0.07042454928159714,,,0.31485798954963684,
159,,,,,,0.0898725837469101,,,0.880119264125824,
160,,,,,,,,,0.9307283163070679,
161,0.012795471586287022,0.012796002440154552,0.01279636099934578,0.012794897891581059,0.012794806621968746,0.8848314881324768,0.012800494208931923,0.012796428985893726,0.012798186391592026,0.012795895338058472
162,,0.9622467160224915,,,,,,0.02582668885588646,,
